Hora,Litros_consumidos
6:0:0,0.547970789695866
6:5:0,1.78659889397725
6:10:0,3.63910372963622
6:15:0,4.37536946410314
6:20:0,5.18048386580149
6:25:0,7.38994293146566
6:30:0,7.83715145864918
6:35:0,10.0022785536826
6:40:0,13.5883315952657
6:45:0,14.407154329676
6:50:0,15.9079447452985
6:55:0,16.5800086692837
7:0:0,21.4393360912977
7:5:0,26.0928824868697
7:10:0,26.3909411007774
7:15:0,29.1439522605751
7:20:0,32.5277129378686
7:25:0,37.2427515181726
7:30:0,41.847868309432
7:35:0,44.8045507836284
7:40:0,44.9014462170106
7:45:0,47.4499272762757
7:50:0,47.8280100419652
7:55:0,52.0227572535378
8:0:0,22.7301950551825
8:5:0,53.5602835993288
8:10:0,54.8323887943555
8:15:0,57.0622169004073
8:20:0,57.8872438824088
8:25:0,57.9915809603862
8:30:0,58.1853002621304
8:35:0,62.4641012224924
8:40:0,67.1560632798213
8:45:0,68.8360064046757
8:50:0,70.8547014529417
8:55:0,74.1227566556741
9:0:0,75.9618753203098
9:5:0,79.8496510297768
9:10:0,82.3661344868644
9:15:0,86.4309530713199
9:20:0,87.0085136741287
9:25:0,87.7760080772682
9:30:0,88.2757317035728
9:35:0,91.7176313919583
9:40:0,92.1919259639596
9:45:0,95.9348325857608
9:50:0,98.9476640296589
9:55:0,103.615303884235
10:0:0,76.9298257194882
10:5:0,110.045988998123
10:10:0,112.673313838741
10:15:0,112.715778517184
10:20:0,116.444329800546
10:25:0,117.352378521177
10:30:0,121.870851961273
10:35:0,125.346641864054
10:40:0,129.434406842443
10:45:0,133.882193721076
10:50:0,134.63314582846
10:55:0,138.284083341805
11:0:0,141.77889261018
11:5:0,145.736740360861
11:10:0,149.373366785049
11:15:0,152.099096088455
11:20:0,154.410103247902
11:25:0,154.469108106831
11:30:0,154.676955311987
11:35:0,157.911767155261
11:40:0,159.67416503818
11:45:0,159.792442692954
11:50:0,164.435571194125
11:55:0,165.756178173645
12:0:0,168.947703639112
12:5:0,173.130192345198
12:10:0,176.465735017734
12:15:0,178.347611398244
12:20:0,183.120330477504
12:25:0,183.92596984775
12:30:0,187.755876883186
12:35:0,189.544667332805
12:40:0,190.415563817146
12:45:0,194.595489587128
12:50:0,196.522920326211
12:55:0,196.914625084179
13:0:0,197.884775300824
13:5:0,197.892823811329
13:10:0,199.823532021421
13:15:0,202.297038719703
13:20:0,206.187043394708
13:25:0,207.982770286988
13:30:0,210.813124993293
13:35:0,214.707596770448
13:40:0,219.592252971089
13:45:0,245.474904429778
13:50:0,222.974333013678
13:55:0,223.348097676168
14:0:0,226.171964550748
14:5:0,230.011724979879
14:10:0,230.565250032674
14:15:0,258.372302542627
14:20:0,233.740549030191
14:25:0,236.834209240203
14:30:0,238.759577315719
14:35:0,242.131288982593
14:40:0,246.423020816614
14:45:0,248.520386437156
14:50:0,251.004919697646
14:55:0,251.405664214606
15:0:0,256.143297582829
15:5:0,260.025116112555
15:10:0,261.022247034474
15:15:0,265.243606848374
15:20:0,266.252169730822
15:25:0,266.692687355827
15:30:0,270.406722932694
15:35:0,275.405252627273
15:40:0,279.165422331395
15:45:0,280.855608302725
15:50:0,281.487267326581
15:55:0,284.320812318326
16:0:0,287.133311071902
16:5:0,289.991612930974
16:10:0,293.107309660047
16:15:0,295.319246173896
16:20:0,295.670052056732
16:25:0,297.726056350749
16:30:0,300.889266596739
16:35:0,302.720406367888
16:40:0,304.4981471252
16:45:0,304.787553678609
16:50:0,305.852133355882
16:55:0,310.759102193483
17:0:0,311.6115370544
17:5:0,312.405917084454
17:10:0,316.940508201242
17:15:0,317.980028845095
17:20:0,318.787382518897
17:25:0,319.463862094145
17:30:0,347.596606698158
17:35:0,323.263332358798
17:40:0,327.425037456941
17:45:0,329.75405635886
17:50:0,332.06201489439
17:55:0,334.770325640747
18:0:0,337.974383915475
18:5:0,339.293036300927
18:10:0,340.295278852034
18:15:0,341.478162286913
18:20:0,345.958004545635
18:25:0,345.977397320935
18:30:0,348.606089826887
18:35:0,351.283157330422
18:40:0,354.687893437574
18:45:0,355.412670767409
18:50:0,358.969017307321
18:55:0,359.571492210095
19:0:0,363.272362150402
19:5:0,367.748928407195
19:10:0,371.994556598575
19:15:0,376.147286891474
19:20:0,377.41508960492
19:25:0,380.298762607689
19:30:0,384.723743033249
19:35:0,385.872960974623
19:40:0,387.09844393751
19:45:0,389.983291694858
19:50:0,393.951949241213
19:55:0,396.060462870586
20:0:0,399.334014551673
20:5:0,399.805803927568
20:10:0,399.896811149886
20:15:0,402.018683201283
20:20:0,404.814725454128
20:25:0,408.935254518764
20:30:0,413.747610229963
20:35:0,415.70374518968
20:40:0,419.191133441208
20:45:0,422.317424113696
20:50:0,422.991252202482
20:55:0,423.730950913149
21:0:0,427.815666921805
21:5:0,431.964386743499
21:10:0,435.623473809092
21:15:0,438.371778791368
21:20:0,441.11803369282
21:25:0,442.619855396405
21:30:0,469.511338370191
21:35:0,445.670405374233
21:40:0,449.064339218925
21:45:0,453.491481567261
21:50:0,458.225729886204
21:55:0,459.080827788164
22:0:0,463.517361423528
22:5:0,466.96821427281
22:10:0,466.999141451889
22:15:0,470.167112334515
22:20:0,472.472634953749
22:25:0,475.822096636926
