Hora,Litros_consumidos
6:0:0,1.68020242223981
6:5:0,4.04813143092534
6:10:0,5.0673216180667
6:15:0,5.45493191997131
6:20:0,6.23183079245177
6:25:0,7.08339204751612
6:30:0,11.7881965910251
6:35:0,16.4298762224756
6:40:0,21.1001203375065
6:45:0,25.7708706964005
6:50:0,27.4354496177449
6:55:0,30.5574841457716
7:0:0,31.1644829832929
7:5:0,34.0526827546553
7:10:0,35.7976500997658
7:15:0,39.9118181762961
7:20:0,43.5731260259226
7:25:0,47.7161604759691
7:30:0,48.3116958522399
7:35:0,48.3506318538428
7:40:0,51.7511964102541
7:45:0,53.9491601238914
7:50:0,58.6550483372713
7:55:0,62.9597643622442
8:0:0,89.5151828466288
8:5:0,66.5844489988666
8:10:0,66.7103414576615
8:15:0,68.0053440448503
8:20:0,70.1899454129009
8:25:0,70.8701121599171
8:30:0,74.3848704446455
8:35:0,75.1392000562001
8:40:0,79.4266174279638
8:45:0,84.3636175349873
8:50:0,84.4613915447284
8:55:0,85.6944430203325
9:0:0,114.532024938651
9:5:0,89.7246034197419
9:10:0,91.1891902029133
9:15:0,95.3086721828519
9:20:0,97.4199357231045
9:25:0,99.1581504332299
9:30:0,72.5267578042735
9:35:0,103.097517828717
9:40:0,106.886145184751
9:45:0,79.805980961171
9:50:0,111.303660336827
9:55:0,111.969262344629
10:0:0,113.498844885127
10:5:0,114.661416842682
10:10:0,117.22005238126
10:15:0,118.34522361523
10:20:0,118.508041369246
10:25:0,123.36441132175
10:30:0,125.10487892728
10:35:0,129.101423238002
10:40:0,133.710493623395
10:45:0,134.567319732254
10:50:0,139.211755167515
10:55:0,140.584705692976
11:0:0,143.451667389073
11:5:0,146.213761013076
11:10:0,148.096177552555
11:15:0,175.224433758495
11:20:0,153.495519176564
11:25:0,154.64446027684
11:30:0,157.388825698477
11:35:0,160.263906291786
11:40:0,163.109597172816
11:45:0,167.757107597799
11:50:0,172.05362658083
11:55:0,176.434631805253
12:0:0,180.917624677213
12:5:0,185.526049958151
12:10:0,188.433620238576
12:15:0,192.903136203025
12:20:0,193.645477273597
12:25:0,198.613033441564
12:30:0,199.873836778506
12:35:0,200.908208512688
12:40:0,202.474686039915
12:45:0,203.144901467981
12:50:0,206.917798225542
12:55:0,208.890722252269
13:0:0,236.034544320372
13:5:0,213.391023403039
13:10:0,214.914093198723
13:15:0,217.942905595593
13:20:0,222.299984357019
13:25:0,223.226729040043
13:30:0,226.935649209206
13:35:0,230.139913942057
13:40:0,232.360629123637
13:45:0,236.753936387903
13:50:0,241.249070316883
13:55:0,244.792916211746
14:0:0,246.555562093132
14:5:0,248.534246727866
14:10:0,248.586491857332
14:15:0,251.612466734388
14:20:0,255.743839463151
14:25:0,257.310701007275
14:30:0,257.499624443851
14:35:0,262.276739518641
14:40:0,262.690229077777
14:45:0,266.763577660425
14:50:0,268.574805967815
14:55:0,273.351964426699
15:0:0,277.663462314649
15:5:0,281.365296227327
15:10:0,285.729169640349
15:15:0,287.564496915185
15:20:0,288.139904537657
15:25:0,292.220331270559
15:30:0,294.690537907436
15:35:0,299.172305918175
15:40:0,303.192260201871
15:45:0,304.939375195914
15:50:0,309.938730133584
15:55:0,314.392150010604
16:0:0,317.802296465617
16:5:0,319.196993636202
16:10:0,320.799312741534
16:15:0,321.339866429491
16:20:0,321.5642952754
16:25:0,325.11763897958
16:30:0,326.34055218413
16:35:0,331.122763133016
16:40:0,333.659747044321
16:45:0,335.440889331552
16:50:0,336.293765668402
16:55:0,339.214734871137
17:0:0,341.599503385662
17:5:0,341.622114807906
17:10:0,343.546206339154
17:15:0,348.263722274081
17:20:0,349.660224992536
17:25:0,354.211371036997
17:30:0,357.511587637201
17:35:0,360.087367804419
17:40:0,361.389551816489
17:45:0,361.475126259514
17:50:0,362.158496994662
17:55:0,364.546485214822
18:0:0,366.875112080325
18:5:0,369.10188353054
18:10:0,370.649222393881
18:15:0,375.600327999144
18:20:0,378.094563124413
18:25:0,380.906944589758
18:30:0,383.987867828585
18:35:0,384.716490557829
18:40:0,386.643367716097
18:45:0,386.826443225035
18:50:0,386.896010151973
18:55:0,391.595785774886
19:0:0,420.201894651954
19:5:0,395.315276567535
19:10:0,397.426246176506
19:15:0,372.005972349077
19:20:0,402.932902448518
19:25:0,407.321544357956
19:30:0,411.794115503262
19:35:0,414.020429473063
19:40:0,414.90741290837
19:45:0,417.665864557348
19:50:0,422.520639394486
19:55:0,424.309074902476
20:0:0,428.767947792714
20:5:0,431.192696367479
20:10:0,435.074406501539
20:15:0,439.569800697654
20:20:0,443.886263720098
20:25:0,445.945488055918
20:30:0,450.866409420333
20:35:0,454.242373113742
20:40:0,456.606078196043
20:45:0,457.196766811862
20:50:0,460.405381009685
20:55:0,465.205789217484
21:0:0,469.98499462375
21:5:0,472.412067010728
21:10:0,473.29846739636
21:15:0,474.100271906768
21:20:0,476.226543505292
21:25:0,477.467354736083
21:30:0,480.273458335184
21:35:0,484.953901210871
21:40:0,487.661928916093
21:45:0,516.81895372187
21:50:0,495.105073618217
21:55:0,499.018321267775
22:0:0,499.680779443909
22:5:0,500.675454797964
22:10:0,503.503045538681
22:15:0,506.276873806085
22:20:0,511.034579555731
22:25:0,515.21639696172
22:30:0,515.910183553494
22:35:0,516.458197701724
22:40:0,518.035433375454
22:45:0,522.605834215367
22:50:0,523.150444689242
22:55:0,525.435908326129
23:0:0,552.600978013725
23:5:0,531.956774800804
23:10:0,532.60069333242
23:15:0,533.745549375637
23:20:0,535.261031972579
23:25:0,536.292391074538
23:30:0,536.368634882487
23:35:0,536.827969733949
23:40:0,539.610792176668
23:45:0,566.652838612549
23:50:0,543.581607653443
23:55:0,545.374738311521
0:0:0,548.550614364283
0:5:0,551.112294863414
0:10:0,555.812717807003
0:15:0,556.11709060081
0:20:0,557.746255686661
0:25:0,559.477483846748
0:30:0,559.713486573726
0:35:0,562.005760831703
0:40:0,565.476622509703
0:45:0,568.699260760625
0:50:0,569.946889507511
0:55:0,573.054286265857
1:0:0,576.711265855074
1:5:0,580.392760390119
1:10:0,582.92729665298
1:15:0,587.682497828645
1:20:0,591.937527606686
1:25:0,592.195331721004
1:30:0,596.348602008759
1:35:0,597.830659417673
1:40:0,598.852120165937
1:45:0,602.450492836356
1:50:0,606.066721912551
1:55:0,606.745519407947
2:0:0,609.491689551954
2:5:0,611.19663866229
2:10:0,613.870993661437
2:15:0,615.447150790129
2:20:0,615.685185002331
2:25:0,619.370410763695
2:30:0,619.623471947832
2:35:0,624.098747996911
2:40:0,628.429262306631
2:45:0,628.694105270186
2:50:0,629.841447620738
2:55:0,633.638688904841
3:0:0,636.775262209469
3:5:0,638.018892844643
3:10:0,640.17642134603
3:15:0,641.290308600519
3:20:0,641.317939918877
3:25:0,644.280286558491
3:30:0,645.563004829193
3:35:0,647.592095099063
3:40:0,650.922043060667
3:45:0,655.230465938089
3:50:0,658.910138741571
3:55:0,662.316532828087
4:0:0,663.207077038019
4:5:0,666.723137945465
4:10:0,670.778685091992
4:15:0,671.692929487232
4:20:0,672.984046468338
4:25:0,676.619323802245
4:30:0,680.072819107202
4:35:0,681.455364565594
4:40:0,686.137824292591
4:45:0,686.539077847962
4:50:0,687.407560672503
4:55:0,690.827645179034
5:0:0,693.952818947229
5:5:0,696.344593992804
5:10:0,699.738814829455
5:15:0,699.865571060453
5:20:0,701.655648001257
5:25:0,702.065743928681
5:30:0,705.853836115402
5:35:0,710.098549871992
5:40:0,711.481805656968
5:45:0,712.024015477549
5:50:0,714.624823260816
5:55:0,719.318462627687
