Hora,Litros_consumidos
6:0:0,1.24069245026859
6:5:0,5.8137832678981
6:10:0,6.04835577972997
6:15:0,6.75711204071672
6:20:0,8.55072452877297
6:25:0,10.6729164369834
6:30:0,11.9219589617829
6:35:0,14.4012618036943
6:40:0,17.5993342558042
6:45:0,22.4543236633165
6:50:0,26.5701871720117
6:55:0,31.4519515003117
7:0:0,34.6853726669142
7:5:0,36.5024575206657
7:10:0,36.8777088442742
7:15:0,40.3074181917324
7:20:0,44.8815073247746
7:25:0,47.9444060776075
7:30:0,18.8357927296733
7:35:0,53.2121515287225
7:40:0,54.5277826791648
7:45:0,55.144063067153
7:50:0,57.1686918806879
7:55:0,59.2294838024692
8:0:0,61.7229231641614
8:5:0,62.9713490866021
8:10:0,65.8625054873114
8:15:0,66.1767452140519
8:20:0,67.091158977217
8:25:0,70.9467613664112
8:30:0,73.1491181998768
8:35:0,75.8634170183775
8:40:0,77.7105550904837
8:45:0,78.004887922488
8:50:0,78.0324425708491
8:55:0,82.5894851177919
9:0:0,87.5181549221786
9:5:0,91.9782228372952
9:10:0,94.2053739778797
9:15:0,98.5174217602684
9:20:0,101.148887799871
9:25:0,105.302948563692
9:30:0,106.582566184738
9:35:0,107.046347754116
9:40:0,111.210104373149
9:45:0,116.161311185094
9:50:0,119.089671589711
9:55:0,120.32576793629
10:0:0,95.2312248005394
10:5:0,126.187154921175
10:10:0,126.363723002034
10:15:0,96.8063842725011
10:20:0,129.233224268028
10:25:0,130.497797496126
10:30:0,133.514476311233
10:35:0,136.426044955095
10:40:0,137.835428389847
10:45:0,138.322128778783
10:50:0,140.757069399658
10:55:0,142.648859461086
11:0:0,146.065348785585
11:5:0,147.281960811051
11:10:0,148.504880657825
11:15:0,152.122363246578
11:20:0,155.087452624931
11:25:0,159.024047696932
11:30:0,159.06394260503
11:35:0,159.177338331223
11:40:0,163.945826946265
11:45:0,167.299776879662
11:50:0,168.996832991387
11:55:0,171.84591573317
12:0:0,174.294130838789
12:5:0,176.241030865574
12:10:0,178.948049517809
12:15:0,179.876508174185
12:20:0,183.855274264789
12:25:0,185.980775316905
12:30:0,212.062182560223
12:35:0,187.789908575806
12:40:0,192.104509810474
12:45:0,165.980508580211
12:50:0,196.330073197101
12:55:0,197.652296733823
13:0:0,197.947637429968
13:5:0,201.990605004684
13:10:0,202.201231300997
13:15:0,205.062626562908
13:20:0,208.123919708587
13:25:0,211.271535456503
13:30:0,211.601066861103
13:35:0,214.386542925338
13:40:0,216.79714831835
13:45:0,218.167754187455
13:50:0,220.28439332164
13:55:0,224.584230969097
14:0:0,229.369363697804
14:5:0,230.325941472817
14:10:0,233.302806432075
14:15:0,234.970414095115
14:20:0,235.483436773508
14:25:0,237.555454576154
14:30:0,241.471064476105
14:35:0,245.898505533198
14:40:0,246.843691260161
14:45:0,248.284425978265
14:50:0,250.194643300497
14:55:0,254.188302947236
15:0:0,257.351090887503
15:5:0,260.203867012359
15:10:0,262.502836378307
15:15:0,263.597167963877
15:20:0,264.284452618343
15:25:0,267.982266794944
15:30:0,268.020143472786
15:35:0,272.152219533152
15:40:0,276.471863753945
15:45:0,281.177387108986
15:50:0,282.298254456861
15:55:0,283.756234380337
16:0:0,286.214513947812
16:5:0,289.0049028254
16:10:0,290.483749941302
16:15:0,295.062038247154
16:20:0,296.723573740792
16:25:0,301.444432285377
16:30:0,303.794222248268
16:35:0,307.161952851357
16:40:0,308.913350437507
16:45:0,313.141554443876
16:50:0,314.231999217783
16:55:0,314.359206771522
17:0:0,316.543301607188
17:5:0,317.857782584928
17:10:0,321.625701357376
17:15:0,324.041193804331
17:20:0,325.473092593858
17:25:0,325.912928491113
17:30:0,329.116575272233
17:35:0,329.433782686667
17:40:0,333.462979612862
17:45:0,335.525408199005
17:50:0,336.880398196588
17:55:0,340.77744800503
18:0:0,345.514667050868
18:5:0,349.385521288394
18:10:0,353.221251241316
18:15:0,380.078831689002
18:20:0,355.680134638996
18:25:0,360.661307138848
18:30:0,361.405900713575
18:35:0,364.8612000681
18:40:0,366.31679659008
18:45:0,366.720229312403
18:50:0,369.487297665025
18:55:0,371.028421231207
19:0:0,376.025448952741
19:5:0,379.238510068701
19:10:0,382.5351193746
19:15:0,382.85135696009
19:20:0,384.55364263876
19:25:0,386.160480202669
19:30:0,388.506497067569
19:35:0,388.676317369215
19:40:0,392.12567466541
19:45:0,394.867218994864
19:50:0,399.425714453912
19:55:0,403.919361710236
20:0:0,405.323754115889
20:5:0,406.354954737012
20:10:0,408.084799407513
20:15:0,412.658158162733
20:20:0,417.635146886139
20:25:0,421.039757857908
20:30:0,421.54312492738
20:35:0,423.345712602795
20:40:0,424.480480266351
20:45:0,428.580829893763
20:50:0,429.963415661333
20:55:0,431.4486344658
21:0:0,435.637734406773
21:5:0,440.057223410139
21:10:0,440.528829744403
21:15:0,440.745655586495
21:20:0,441.345690335344
21:25:0,445.799677957387
21:30:0,449.229058589271
21:35:0,452.143242064973
21:40:0,452.835541637733
21:45:0,479.122834335134
21:50:0,457.922345213611
21:55:0,460.931372930658
22:0:0,463.582127791662
22:5:0,464.303842725
22:10:0,467.999648352115
22:15:0,470.140372600584
22:20:0,471.410886728442
22:25:0,472.986028538729
22:30:0,477.29613482479
22:35:0,480.87285679307
22:40:0,484.901303793154
22:45:0,484.976648451621
22:50:0,488.296033836083
22:55:0,490.150710940941
23:0:0,490.231912868273
23:5:0,491.934276001403
23:10:0,494.306711138749
23:15:0,496.091860026568
23:20:0,498.032657899831
23:25:0,502.453911676852
23:30:0,505.179569575611
23:35:0,507.992331614405
23:40:0,509.66506708383
23:45:0,509.749088651333
23:50:0,513.529049762213
23:55:0,515.880740396378
0:0:0,518.911689924748
0:5:0,520.384616104596
0:10:0,522.572594178255
0:15:0,526.264126469156
0:20:0,527.975091845628
0:25:0,530.842023411184
0:30:0,531.993123150413
0:35:0,535.936863803149
0:40:0,539.172667609048
0:45:0,543.166913218548
0:50:0,545.615023648371
0:55:0,545.709645313501
1:0:0,545.804235421511
1:5:0,547.255651191167
1:10:0,551.281702730278
1:15:0,554.523330635508
1:20:0,555.416555706378
1:25:0,556.057386744005
1:30:0,558.785862971109
1:35:0,560.399702995103
1:40:0,563.173819483898
1:45:0,563.4912876761
1:50:0,568.312880519981
1:55:0,572.633339720669
2:0:0,574.621880103937
2:5:0,576.752489467192
2:10:0,578.925101346971
2:15:0,579.128335163825
2:20:0,582.241824557965
2:25:0,585.360001155227
2:30:0,590.060474023582
2:35:0,590.794715743215
2:40:0,592.548172538093
2:45:0,593.606261304503
2:50:0,598.568008813693
2:55:0,598.902545537538
3:0:0,603.01759148376
3:5:0,604.953884333894
3:10:0,608.966701599084
3:15:0,609.345592071348
3:20:0,611.925550653876
3:25:0,615.288411850775
3:30:0,617.899298612102
3:35:0,622.58548551521
3:40:0,623.275603396576
3:45:0,627.666739280647
3:50:0,628.557674153481
3:55:0,633.43530948156
4:0:0,605.025756026277
4:5:0,638.181920750947
4:10:0,641.170633069315
4:15:0,641.485585631696
4:20:0,646.235035950188
4:25:0,648.29848998437
4:30:0,651.68095195374
4:35:0,654.216809277561
4:40:0,658.931111514013
4:45:0,658.948411324286
4:50:0,659.483688766612
4:55:0,663.463777867813
5:0:0,667.815689204099
5:5:0,670.123654439782
5:10:0,671.398041317787
5:15:0,672.080480063883
5:20:0,676.509152992271
5:25:0,677.146123277252
5:30:0,681.8599030848
5:35:0,686.160518035799
5:40:0,686.890376805167
5:45:0,689.466957428299
5:50:0,693.276224592038
5:55:0,693.715900789427
