Hora,Litros_consumidos
6:0:0,2.74890919332571
6:5:0,3.71144629808075
6:10:0,6.64275218563466
6:15:0,7.18393324908595
6:20:0,7.65546602931944
6:25:0,9.80795399921642
6:30:0,11.2698478048277
6:35:0,15.0042285465396
6:40:0,16.5846639001845
6:45:0,44.092134001815
6:50:0,21.034513575407
6:55:0,25.4506177233581
7:0:0,26.7089828952668
7:5:0,30.0313225446442
7:10:0,32.8939171770617
7:15:0,33.6090924240576
7:20:0,35.805854157304
7:25:0,40.4972662981438
7:30:0,43.1076619369306
7:35:0,44.687337316768
7:40:0,49.1927184970443
7:45:0,51.9102755062864
7:50:0,55.0356581998792
7:55:0,57.1296267341571
8:0:0,57.6587912055326
8:5:0,59.2627535998231
8:10:0,63.4466022920885
8:15:0,68.2836006137572
8:20:0,73.1605933164856
8:25:0,73.6943301596603
8:30:0,75.8296318410795
8:35:0,79.8874436386403
8:40:0,81.9668584231073
8:45:0,83.8042422984407
8:50:0,87.570615248064
8:55:0,88.184747665609
9:0:0,88.8137725350392
9:5:0,91.9507597213995
9:10:0,92.6062627292397
9:15:0,94.1419391352152
9:20:0,97.0330932506205
9:25:0,100.526971026699
9:30:0,101.247128934355
9:35:0,104.036245624549
9:40:0,104.567792784819
9:45:0,108.639813152937
9:50:0,111.555892769986
9:55:0,111.910693736834
10:0:0,113.793733690154
10:5:0,117.364861320812
10:10:0,119.843469375928
10:15:0,121.56179752084
10:20:0,121.755029254924
10:25:0,126.297385334822
10:30:0,126.57766039976
10:35:0,128.367706533868
10:40:0,129.253292458927
10:45:0,130.56180043859
10:50:0,133.952547322607
10:55:0,136.999471254489
11:0:0,140.658323696981
11:5:0,142.531333297853
11:10:0,143.727244376565
11:15:0,147.037879897114
11:20:0,148.325518671099
11:25:0,151.181842111873
11:30:0,154.540842260776
11:35:0,155.623230750654
11:40:0,157.210266435335
11:45:0,157.679016069228
11:50:0,159.994549683116
11:55:0,162.995317355438
12:0:0,166.642186211194
12:5:0,170.025339839057
12:10:0,171.353874940662
12:15:0,173.226067060144
12:20:0,174.007560612792
12:25:0,176.99961090723
12:30:0,178.668605023519
12:35:0,180.813699305634
12:40:0,182.022931469791
12:45:0,184.902048379652
12:50:0,186.75205871975
12:55:0,190.783182516803
13:0:0,215.889363517772
13:5:0,194.342587194393
13:10:0,196.51010291531
13:15:0,197.764117447074
13:20:0,199.075069409047
13:25:0,199.22762610053
13:30:0,202.205641803719
13:35:0,206.77568935789
13:40:0,210.978047445473
13:45:0,212.983943340604
13:50:0,216.981359133659
13:55:0,217.706432918996
14:0:0,220.642340459802
14:5:0,223.974097345044
14:10:0,224.264036776947
14:15:0,226.560444199727
14:20:0,230.579706016121
