Hora,Litros_consumidos
6:0:0,4.46910832234417
6:5:0,7.41532279337977
6:10:0,10.1419821997719
6:15:0,36.8089260282753
6:20:0,15.1750114590636
6:25:0,16.3896248640715
6:30:0,17.9859565941646
6:35:0,22.7179676939092
6:40:0,24.7455246595696
6:45:0,25.9987084899802
6:50:0,27.5806499661815
6:55:0,29.2952800104959
7:0:0,55.1146813863721
7:5:0,31.1346269959542
7:10:0,35.8531148162406
7:15:0,38.6968415405379
7:20:0,42.8049573228511
7:25:0,44.9607859847838
7:30:0,46.8501130327056
7:35:0,48.7462956383208
7:40:0,49.6653295903688
7:45:0,50.8983206439451
7:50:0,53.2237421740715
7:55:0,57.223949569762
8:0:0,59.898364057343
8:5:0,63.9567927425466
8:10:0,67.0262316550804
8:15:0,71.0177633319453
8:20:0,74.2784446581276
8:25:0,77.462077979237
8:30:0,79.5349239112418
8:35:0,84.2309151869404
8:40:0,88.782541910993
8:45:0,93.5257114210196
8:50:0,94.4464827581812
8:55:0,98.1408336741446
9:0:0,101.535540112053
9:5:0,104.404142630691
9:10:0,105.274258417866
9:15:0,106.80962529876
9:20:0,108.958777692163
9:25:0,110.934014420799
9:30:0,113.579493351717
9:35:0,117.985028069373
9:40:0,122.923084524943
9:45:0,125.925668957578
9:50:0,130.770950032545
9:55:0,134.56130048214
10:0:0,138.757050384249
10:5:0,140.910140323495
10:10:0,144.487504311087
10:15:0,146.517795416722
10:20:0,146.601244285255
10:25:0,148.9341821573
10:30:0,153.396843276294
10:35:0,154.426165850136
10:40:0,159.045745844009
10:45:0,159.18253124031
10:50:0,161.996686321156
10:55:0,163.159488244127
11:0:0,164.488660779789
11:5:0,169.477503922499
11:10:0,171.861812821832
11:15:0,175.326583215245
11:20:0,179.102150102139
11:25:0,183.921883751086
11:30:0,212.587904065068
11:35:0,191.119669919398
11:40:0,191.132294461038
11:45:0,192.338547127262
11:50:0,195.652604041463
11:55:0,197.923426548639
12:0:0,170.12018703995
12:5:0,203.374910962583
12:10:0,206.577833037194
12:15:0,208.465498074814
12:20:0,210.869612669407
12:25:0,213.14037016106
12:30:0,214.01008265451
12:35:0,214.639383754378
12:40:0,214.869521812339
12:45:0,217.804251111675
12:50:0,220.963851020337
12:55:0,223.403197830618
13:0:0,225.480032401755
13:5:0,225.982812025547
13:10:0,228.190678252522
13:15:0,230.953239656881
13:20:0,234.11714335536
13:25:0,238.294104917621
13:30:0,241.113452118463
13:35:0,241.892902139729
13:40:0,245.28229600598
13:45:0,249.795715740994
13:50:0,253.965893883338
13:55:0,255.260616646598
14:0:0,257.848082050366
14:5:0,260.889853043202
14:10:0,265.600384268556
14:15:0,266.7180894236
14:20:0,271.627557150113
14:25:0,271.661410129278
14:30:0,273.080700326449
14:35:0,274.930896431578
14:40:0,279.902012191113
14:45:0,283.296846501521
14:50:0,287.36662616806
14:55:0,289.666283985034
15:0:0,291.848338973998
15:5:0,293.812818728932
15:10:0,294.951427093175
15:15:0,298.811342654137
15:20:0,302.203576949374
15:25:0,303.251678194123
15:30:0,305.398882314761
15:35:0,306.843572085367
15:40:0,308.631197534321
15:45:0,308.631603183714
15:50:0,309.007431034816
15:55:0,310.010975308697
16:0:0,284.251477776786
16:5:0,316.597346423504
16:10:0,319.457429825942
16:15:0,322.502221638655
16:20:0,323.386659533013
16:25:0,323.948612351257
16:30:0,325.846228126027
16:35:0,327.288282306071
16:40:0,327.31922924469
16:45:0,331.605298673556
16:50:0,334.763546462689
16:55:0,339.579765532016
17:0:0,344.55703667402
17:5:0,346.651688250515
17:10:0,349.739054644072
17:15:0,321.464714681283
17:20:0,356.181788962786
17:25:0,357.043146520055
17:30:0,359.663428481485
17:35:0,363.04103040105
17:40:0,366.278946401611
17:45:0,368.899581136961
17:50:0,369.259057411014
17:55:0,370.93025523699
18:0:0,344.825883145335
18:5:0,375.63112428701
18:10:0,377.042971009183
18:15:0,378.057250365983
18:20:0,380.760424423536
18:25:0,381.631837242877
18:30:0,384.069015014649
18:35:0,388.069390156449
18:40:0,391.191630355542
18:45:0,395.86936296238
18:50:0,399.333627649246
18:55:0,402.494100264427
19:0:0,432.381132613983
19:5:0,410.50465317203
19:10:0,415.233853223381
19:15:0,416.04384436437
19:20:0,419.854000907511
19:25:0,424.035969657438
19:30:0,427.043461457721
19:35:0,428.559892254353
19:40:0,429.831412968534
19:45:0,433.802813575903
19:50:0,435.979181409294
19:55:0,437.624508744648
20:0:0,439.012664844294
20:5:0,442.382826293504
20:10:0,442.662897572899
20:15:0,447.378543804145
20:20:0,451.094567276285
20:25:0,451.42535966781
20:30:0,422.604304151916
20:35:0,452.710328393743
20:40:0,453.213312032028
20:45:0,454.866288527309
20:50:0,458.518390465659
20:55:0,459.173805930099
21:0:0,463.214615378689
21:5:0,467.994054119617
21:10:0,469.529755033769
21:15:0,473.288989409206
21:20:0,474.813330258128
21:25:0,477.522446492641
21:30:0,477.859763513796
21:35:0,478.89838180958
21:40:0,483.403935060294
21:45:0,483.852391039809
21:50:0,485.588550954524
21:55:0,489.791539975733
22:0:0,494.454583021883
22:5:0,498.181195198226
22:10:0,498.787258652065
22:15:0,500.13478185321
22:20:0,502.902157064342
22:25:0,503.424387394146
22:30:0,505.270400321303
22:35:0,507.825002690532
22:40:0,512.153235025946
22:45:0,514.923050955508
22:50:0,518.546764324976
22:55:0,523.018654333099
23:0:0,523.461639442255
