Hora,Litros_consumidos
6:0:0,3.29470138752293
6:5:0,7.18114782696619
6:10:0,9.2434820754166
6:15:0,10.1357459300042
6:20:0,13.785367918981
6:25:0,14.2746992926224
6:30:0,17.274271168085
6:35:0,20.0567326325027
6:40:0,20.9481405753094
6:45:0,25.0372195278128
6:50:0,29.5365224212603
6:55:0,30.9378280040017
7:0:0,30.9628141358411
7:5:0,35.5643495567906
7:10:0,36.7310465230077
7:15:0,36.7334112090959
7:20:0,41.4776730298411
7:25:0,43.168202002179
7:30:0,47.8179212724997
7:35:0,52.4863137852657
7:40:0,54.0549104581494
7:45:0,55.8516301248722
7:50:0,57.0027183654677
7:55:0,59.930184977612
8:0:0,62.4497535026026
8:5:0,67.3108103262366
8:10:0,70.4561427428111
8:15:0,73.019878389138
8:20:0,73.349973891314
8:25:0,74.2634074964834
8:30:0,76.3118063177816
8:35:0,81.2074020252424
8:40:0,83.2324272949685
8:45:0,85.5193676879681
8:50:0,86.6784919062341
8:55:0,88.7172842813703
9:0:0,93.4105283057823
9:5:0,97.1540282882155
9:10:0,97.6504889446182
9:15:0,98.4292425728993
9:20:0,98.9578927375184
9:25:0,99.6194849680407
9:30:0,102.728511016541
9:35:0,104.562210217483
9:40:0,106.762024529266
9:45:0,107.577597083038
9:50:0,109.021611179306
9:55:0,112.616171959008
10:0:0,83.2939406066399
10:5:0,113.742099485585
10:10:0,114.253245227996
10:15:0,115.035184903168
10:20:0,118.477043382115
10:25:0,119.266690527536
10:30:0,120.122964641162
10:35:0,124.226239470001
10:40:0,129.030444695302
10:45:0,129.987060882404
10:50:0,130.603503931606
10:55:0,133.587517790214
11:0:0,137.333289894924
11:5:0,140.487619975491
11:10:0,144.178846965865
11:15:0,148.875056755288
11:20:0,151.46763602516
11:25:0,153.90898314445
11:30:0,157.791670487681
11:35:0,161.368622668962
11:40:0,165.100491879703
11:45:0,167.685952216927
11:50:0,169.868397825071
11:55:0,171.163963808864
12:0:0,174.477756157954
12:5:0,176.238294689541
