Hora,Litros_consumidos
6:0:0,3.50631786966593
6:5:0,7.85350647980296
6:10:0,11.7800039082078
6:15:0,13.9198845966718
6:20:0,15.6800363224026
6:25:0,16.6143265238501
6:30:0,20.3839958883377
6:35:0,22.3981061003386
6:40:0,26.5617528957496
6:45:0,30.0709934233077
6:50:0,32.9526684392963
6:55:0,34.3711082068522
7:0:0,34.7929559065393
7:5:0,38.4575429575043
7:10:0,41.1443132948599
7:15:0,43.2220287884978
7:20:0,44.8907558410687
7:25:0,45.9423544185773
7:30:0,48.80622909092
7:35:0,51.0351517847286
7:40:0,51.9293721874337
7:45:0,55.5658501237274
7:50:0,56.3572176098383
7:55:0,59.8441816500151
8:0:0,64.5439523952221
8:5:0,66.5567112694429
8:10:0,70.8827435991629
8:15:0,73.4726041845808
8:20:0,74.7104226662532
8:25:0,78.9875602108066
8:30:0,79.2305074301068
8:35:0,79.2968569124261
8:40:0,80.1872633981777
8:45:0,80.4174979715074
8:50:0,83.5839702417951
8:55:0,88.1017067711687
9:0:0,88.8237310781129
9:5:0,93.1067956132937
9:10:0,95.5676947022687
9:15:0,95.8663730931803
9:20:0,99.6228398117818
9:25:0,101.938338982925
9:30:0,106.396204661362
9:35:0,106.406547494354
9:40:0,109.752062618181
9:45:0,113.195070282612
9:50:0,115.013288701804
9:55:0,116.536359582258
10:0:0,116.969883464424
10:5:0,117.888082183889
10:10:0,120.551699713076
10:15:0,120.561792771338
10:20:0,124.606639073601
10:25:0,127.883474620609
10:30:0,131.079622243071
10:35:0,133.873931247981
10:40:0,133.937463972343
10:45:0,134.571066748628
10:50:0,139.364330112883
10:55:0,142.123481963437
11:0:0,145.037843478046
11:5:0,149.698574089807
11:10:0,149.901257521701
11:15:0,150.764167149273
11:20:0,153.546439417232
11:25:0,156.168258400371
11:30:0,184.847389953955
11:35:0,162.389290831007
11:40:0,165.678501149068
11:45:0,168.57055328495
11:50:0,172.273347449084
11:55:0,173.561190616531
12:0:0,178.237500146776
12:5:0,182.018519201463
12:10:0,183.073362591977
12:15:0,187.847775202483
12:20:0,189.225281162598
12:25:0,190.450150103858
12:30:0,191.833117702442
12:35:0,195.697452844368
12:40:0,200.190833254597
12:45:0,204.177204125862
12:50:0,206.401747924087
12:55:0,209.819333070355
13:0:0,211.069918600805
13:5:0,213.127760975239
13:10:0,213.74826753226
13:15:0,218.542435424423
13:20:0,219.803594075474
13:25:0,223.751456914221
13:30:0,225.964544355479
13:35:0,227.226556367994
13:40:0,230.880265217426
13:45:0,232.707059364813
13:50:0,233.66864669001
13:55:0,237.025524070402
14:0:0,239.458720314732
14:5:0,239.779299691045
14:10:0,241.451827574613
14:15:0,246.361889792055
14:20:0,250.674244660956
14:25:0,251.609934301979
14:30:0,256.104355898224
14:35:0,259.164908851465
14:40:0,263.752929696615
14:45:0,268.140586000782
14:50:0,268.765781539269
14:55:0,272.093605991581
15:0:0,272.250916931684
15:5:0,276.402044595731
15:10:0,279.458355708325
15:15:0,283.583250404797
15:20:0,286.613088861183
15:25:0,287.42061448277
15:30:0,292.036567327743
15:35:0,295.69573876109
15:40:0,295.791160858149
15:45:0,298.390965045543
15:50:0,298.54330930755
15:55:0,303.156709283587
16:0:0,306.850851619745
16:5:0,311.200450495294
16:10:0,314.98235224923
16:15:0,315.938905438831
16:20:0,319.729502805943
16:25:0,319.913231960594
16:30:0,324.808803825745
16:35:0,325.795011572929
16:40:0,328.945683987628
16:45:0,331.243697633173
16:50:0,334.798492028574
16:55:0,335.054405995028
17:0:0,336.265779590624
17:5:0,340.362694211323
17:10:0,343.433118391351
17:15:0,345.807143682088
17:20:0,347.114685876313
17:25:0,348.82649797605
17:30:0,349.174776823308
17:35:0,353.966437523667
17:40:0,358.85624063027
17:45:0,363.163933983902
17:50:0,366.010820696247
17:55:0,370.755816352395
18:0:0,371.319289378852
18:5:0,374.72861371294
18:10:0,375.368805137982
18:15:0,378.584597480751
18:20:0,382.264882728263
18:25:0,385.697294109939
18:30:0,387.994651051585
18:35:0,388.677438984802
18:40:0,391.344401574786
18:45:0,395.837923730039
18:50:0,398.950346549118
18:55:0,400.236179420615
19:0:0,403.351875972963
19:5:0,406.842970263553
19:10:0,410.539329544059
19:15:0,411.231210161897
19:20:0,415.103951785841
19:25:0,418.795947820629
19:30:0,423.694613622003
19:35:0,426.718416106914
19:40:0,429.17795044899
19:45:0,432.738399612779
19:50:0,433.011847194965
19:55:0,437.193469137927
20:0:0,441.747421489969
20:5:0,446.301786107249
20:10:0,449.508570000641
20:15:0,453.730211194158
20:20:0,454.773865403935
20:25:0,455.586686597992
20:30:0,458.416740736934
20:35:0,462.093284873696
20:40:0,465.172040878459
20:45:0,468.574297446086
20:50:0,472.927723503864
20:55:0,475.959996387568
21:0:0,479.168916934528
21:5:0,482.747342619389
21:10:0,485.954632044776
21:15:0,488.618507854169
21:20:0,490.279416408983
21:25:0,492.595573431283
21:30:0,494.090332234133
21:35:0,498.997246555693
21:40:0,502.84017055881
21:45:0,503.429829276135
21:50:0,506.61904209093
21:55:0,510.2486692942
22:0:0,511.588326854425
22:5:0,516.465954840429
22:10:0,518.613076803007
22:15:0,520.290275009945
