Hora,Litros_consumidos
6:0:0,2.78017292722533
6:5:0,4.1860569432459
6:10:0,5.93094457434669
6:15:0,6.35517269122689
6:20:0,11.3268399754517
6:25:0,15.6679567520466
6:30:0,19.9601110385267
6:35:0,20.079698405083
6:40:0,21.7094382147409
6:45:0,23.6449129941347
6:50:0,25.0404778587517
6:55:0,26.8437535049188
7:0:0,-0.0226532196631837
7:5:0,32.474839871468
7:10:0,34.8562856984771
7:15:0,37.6628470943793
7:20:0,38.4665588781404
7:25:0,43.1428766920915
7:30:0,44.3700935417752
7:35:0,46.8372456720345
7:40:0,49.6583015840108
7:45:0,53.8545706446341
7:50:0,58.3642748722063
7:55:0,61.9365374348618
8:0:0,63.3293377952911
8:5:0,66.957060054272
8:10:0,70.3652176873628
8:15:0,70.7115718426546
8:20:0,75.2112203435163
8:25:0,78.9165457916477
8:30:0,105.483323092763
8:35:0,84.7371895081948
8:40:0,89.1030934979405
8:45:0,89.777285241986
8:50:0,94.261255112584
8:55:0,95.827819840325
9:0:0,96.0684862510084
9:5:0,100.354685710354
9:10:0,100.631032424128
9:15:0,103.868545914085
9:20:0,108.014477936978
9:25:0,110.211108353297
9:30:0,111.443391259165
9:35:0,113.697392088534
9:40:0,114.510682742386
9:45:0,119.392109539091
9:50:0,122.423135976925
9:55:0,125.165853259572
10:0:0,126.668650348641
10:5:0,129.433781359419
10:10:0,130.302662945351
10:15:0,133.38966543187
10:20:0,137.615244173524
10:25:0,140.265473704767
10:30:0,143.041167833613
10:35:0,145.217097209357
10:40:0,146.998733921849
10:45:0,148.697354253393
10:50:0,153.443479253281
10:55:0,157.299497837279
11:0:0,158.394911498286
11:5:0,163.193388489044
11:10:0,163.229652026316
11:15:0,167.798308530583
11:20:0,171.592717004925
11:25:0,174.690933427203
11:30:0,176.654196781581
11:35:0,176.921465245379
11:40:0,177.331766556951
11:45:0,177.830860247559
11:50:0,181.545669542589
11:55:0,183.238984054901
12:0:0,184.801600621025
12:5:0,189.701511234435
12:10:0,194.169228465148
12:15:0,198.805410460722
12:20:0,202.656051907431
12:25:0,204.604362758249
12:30:0,208.86660357123
12:35:0,209.873094447239
12:40:0,210.424035587955
12:45:0,184.075200621651
12:50:0,217.368037515148
12:55:0,220.18874087097
13:0:0,222.440146441618
13:5:0,224.325603937962
13:10:0,227.383833176916
13:15:0,230.416784651216
13:20:0,230.908351432466
13:25:0,230.912401697608
13:30:0,203.477467041315
13:35:0,235.763034048892
13:40:0,240.377822735024
13:45:0,244.559105668117
