Hora,Litros_consumidos
6:0:0,2.20218232719208
6:5:0,2.4646625253981
6:10:0,7.15350625154315
6:15:0,7.56845515689756
6:20:0,9.41171928123394
6:25:0,11.8412412657507
6:30:0,12.0443845848987
6:35:0,12.2011243561784
6:40:0,15.5739608430247
6:45:0,17.756645410651
6:50:0,21.522015762376
6:55:0,24.6992424760587
7:0:0,28.0803518074942
7:5:0,30.4468012728506
7:10:0,31.133449418873
7:15:0,33.7841828767524
7:20:0,37.0133083576051
7:25:0,40.9254664461958
7:30:0,41.2178888223899
7:35:0,43.1354946764892
7:40:0,46.1877439636944
7:45:0,48.9953602193
7:50:0,52.6085555014387
7:55:0,53.700794635716
8:0:0,56.7235907757001
8:5:0,59.9078187873231
8:10:0,63.6035676569315
8:15:0,68.0395166117114
8:20:0,69.5129466625462
8:25:0,74.0272542947042
8:30:0,76.8608722285561
8:35:0,77.2903777083518
8:40:0,79.3286061803471
8:45:0,80.1636615187517
8:50:0,82.8401534923592
8:55:0,85.1456887929709
9:0:0,88.6003188138662
9:5:0,89.0151616536604
9:10:0,89.3941335534453
9:15:0,90.1457560507003
9:20:0,91.0439669850685
9:25:0,92.4191687957706
9:30:0,93.166171586973
9:35:0,93.9614977067093
9:40:0,97.3317462399082
9:45:0,124.489781994685
9:50:0,99.6734374955403
9:55:0,103.471249234067
10:0:0,108.2544602082
10:5:0,108.513054667842
10:10:0,112.080968713148
10:15:0,114.116482747957
10:20:0,115.570629163337
10:25:0,115.972929634852
10:30:0,118.435431473499
10:35:0,120.892764036935
10:40:0,121.383436272576
10:45:0,124.346306350996
10:50:0,127.85849094563
10:55:0,131.113778165711
11:0:0,132.337567072931
11:5:0,136.850403980961
11:10:0,141.066732419207
11:15:0,143.860057850448
11:20:0,147.528094045434
11:25:0,149.044871997099
11:30:0,152.200143584982
11:35:0,156.698051939854
11:40:0,160.61196210171
11:45:0,162.546951372777
11:50:0,163.398099036701
11:55:0,166.141010496448
12:0:0,166.314923260918
12:5:0,167.634002500936
12:10:0,168.31460503385
12:15:0,169.894868272951
12:20:0,169.922845285877
12:25:0,173.052429125746
12:30:0,173.211380454413
12:35:0,173.426793581476
12:40:0,177.951487875312
12:45:0,178.094612422932
12:50:0,182.442362323748
12:55:0,186.901263033012
13:0:0,188.17789149923
13:5:0,190.097599945584
13:10:0,190.584495153587
13:15:0,192.565000589736
13:20:0,193.396141583138
13:25:0,193.415853358601
13:30:0,197.617583245094
13:35:0,197.716893130552
13:40:0,200.532016341191
13:45:0,200.580603385081
13:50:0,203.368419295667
13:55:0,208.157940449557
14:0:0,178.723220650379
14:5:0,210.183945200226
14:10:0,212.576288905671
14:15:0,217.019494249206
14:20:0,221.682159168177
14:25:0,222.92329067595
14:30:0,226.774137782507
14:35:0,228.167506669226
14:40:0,230.823357809633
14:45:0,233.69090311135
14:50:0,237.177630454053
14:55:0,239.395893184624
15:0:0,267.587479601551
15:5:0,242.700946588636
15:10:0,245.850817280431
15:15:0,250.281899754866
15:20:0,252.782484674828
15:25:0,252.883676848441
15:30:0,254.606019431315
15:35:0,259.469411632719
15:40:0,260.109073485619
15:45:0,261.096663927067
15:50:0,261.637884210125
15:55:0,265.827805656289
16:0:0,266.714500817309
16:5:0,268.997957163197
16:10:0,270.345707286066
16:15:0,298.347685874231
16:20:0,277.583654956019
16:25:0,279.045265640595
16:30:0,281.675434060577
16:35:0,283.611520784265
16:40:0,284.150313872222
16:45:0,257.704226311055
16:50:0,288.824857469459
16:55:0,292.116095507602
17:0:0,294.317504630871
17:5:0,297.831067200757
17:10:0,298.522208338337
17:15:0,301.145309764541
17:20:0,303.655679083637
17:25:0,305.427065479864
17:30:0,309.455149523585
17:35:0,310.794484964248
17:40:0,314.807347393023
17:45:0,319.100549410329
17:50:0,323.37156773409
17:55:0,327.021182504263
18:0:0,329.462458320613
18:5:0,332.773373042626
18:10:0,336.817014016545
18:15:0,341.266257599169
18:20:0,342.639862705948
18:25:0,344.630706276954
18:30:0,315.220570615966
18:35:0,347.273365475404
18:40:0,349.914992203591
18:45:0,352.643202001832
18:50:0,353.261795010696
18:55:0,356.631052768934
19:0:0,357.964504481523
19:5:0,360.080994667502
19:10:0,360.849606808115
19:15:0,363.186062702343
19:20:0,365.742935947015
19:25:0,370.142895813164
19:30:0,372.355729500965
19:35:0,374.781296903887
19:40:0,378.288584503335
19:45:0,379.059654946941
19:50:0,382.348152650276
19:55:0,383.7461237151
20:0:0,388.29683261339
20:5:0,390.824192650876
20:10:0,393.524752096419
20:15:0,395.359915951463
20:20:0,398.58785397347
20:25:0,399.937712820967
20:30:0,427.273206666108
20:35:0,406.508699604373
20:40:0,407.420318559312
20:45:0,407.832688504692
20:50:0,409.546108199898
20:55:0,411.609391984583
21:0:0,415.18556312958
21:5:0,417.111624540495
21:10:0,417.588376504589
21:15:0,419.895510285317
21:20:0,421.688393021521
21:25:0,422.653860477129
21:30:0,427.013863552171
21:35:0,429.988929685894
21:40:0,432.256256528965
21:45:0,432.540369784167
21:50:0,433.580236864225
21:55:0,435.947523471508
22:0:0,437.904996662586
22:5:0,438.592576868993
22:10:0,442.777161200361
22:15:0,444.381654055496
22:20:0,448.763849024946
22:25:0,451.321357321229
22:30:0,451.579238328965
22:35:0,455.788086921921
22:40:0,459.394524560895
22:45:0,461.232897037195
22:50:0,461.706528873617
22:55:0,462.673676033512
23:0:0,467.479830346916
23:5:0,470.606552324453
23:10:0,472.38414094626
23:15:0,475.779797914895
23:20:0,480.649760955564
