Hora,Litros_consumidos
6:0:0,4.93190855366328
6:5:0,5.20708436454252
6:10:0,5.28055005908842
6:15:0,-21.6025980760468
6:20:0,9.66082262656033
6:25:0,13.203582531356
6:30:0,15.6008861041982
6:35:0,18.4809152835393
6:40:0,22.7700120473436
6:45:0,23.7303312137411
6:50:0,28.559304007942
6:55:0,30.6357152009529
7:0:0,32.4907775432238
7:5:0,33.2424430897783
7:10:0,37.0318552165233
7:15:0,39.1253673823083
7:20:0,43.4282609028228
7:25:0,44.5964409860876
7:30:0,48.3905181932341
7:35:0,48.853141498227
7:40:0,50.4079384268075
7:45:0,50.7203550572547
7:50:0,53.3819104109797
7:55:0,57.2684545398521
8:0:0,58.2272880215251
8:5:0,60.2309074121763
8:10:0,60.2979483229568
8:15:0,90.1150548198621
8:20:0,66.9400736307899
8:25:0,71.4351934552418
8:30:0,72.5541791337954
8:35:0,76.2788785837021
8:40:0,78.6753744659669
8:45:0,80.7291290339108
8:50:0,80.9442192673407
8:55:0,85.1770649001589
9:0:0,89.647777187831
9:5:0,94.2462037436097
9:10:0,99.1898468583831
9:15:0,128.180249631755
9:20:0,107.303782524499
9:25:0,112.292325457099
9:30:0,112.827008239411
9:35:0,114.655088760746
9:40:0,118.129057793891
9:45:0,122.010931019026
9:50:0,122.239391426771
9:55:0,126.344912787622
10:0:0,129.339700609057
10:5:0,129.715226661802
10:10:0,133.593825602951
10:15:0,163.237958781098
10:20:0,142.078883895205
10:25:0,143.631860654608
10:30:0,146.473621081148
10:35:0,146.662862106777
10:40:0,149.794617310187
10:45:0,153.362230809967
10:50:0,158.069453428619
10:55:0,159.941294154441
11:0:0,163.119377104594
11:5:0,163.313643344043
11:10:0,165.15244335383
11:15:0,165.739155592537
11:20:0,167.256994843009
11:25:0,167.578256000804
11:30:0,170.179073422398
11:35:0,175.100174866492
11:40:0,175.957501278089
11:45:0,177.385032240663
11:50:0,181.076307753117
11:55:0,182.804000632637
12:0:0,183.690500317736
12:5:0,188.341566501433
12:10:0,190.367384933344
12:15:0,163.789312715504
12:20:0,198.149720750285
12:25:0,198.441078503979
12:30:0,200.691522343699
12:35:0,202.913518816943
12:40:0,205.983541408746
12:45:0,208.529179189712
12:50:0,209.581364141218
12:55:0,210.550096743621
13:0:0,212.338286376911
13:5:0,212.552926382072
13:10:0,217.30138169077
13:15:0,221.752067786914
13:20:0,222.231580944505
13:25:0,226.547854967625
13:30:0,227.59420057429
13:35:0,232.22129606937
13:40:0,236.078622017809
13:45:0,208.820963747579
13:50:0,241.815715774815
13:55:0,246.639788427505
14:0:0,250.706276326568
14:5:0,255.612951347401
14:10:0,259.502573000691
14:15:0,264.011450054646
14:20:0,266.289871133971
14:25:0,269.293939183386
14:30:0,274.088042736293
14:35:0,275.131465888244
14:40:0,277.217177941163
14:45:0,279.286084475187
14:50:0,284.052774021385
14:55:0,285.230933184157
15:0:0,312.919096588214
15:5:0,292.566926220872
15:10:0,293.118584819596
15:15:0,295.797319538782
15:20:0,297.874692744985
15:25:0,299.21594520573
15:30:0,325.658787496826
15:35:0,303.264786399392
15:40:0,305.456190846396
15:45:0,309.468436204807
15:50:0,310.534635778437
15:55:0,311.044568143392
16:0:0,316.002309297706
16:5:0,317.191733605125
16:10:0,321.954751250508
16:15:0,325.227023620278
16:20:0,326.748801728574
16:25:0,331.062534027815
16:30:0,331.946220489392
16:35:0,333.230891746346
16:40:0,336.888681183006
16:45:0,307.138259101974
16:50:0,339.299864306718
16:55:0,341.718802605855
17:0:0,342.746872887389
17:5:0,346.965643453504
17:10:0,348.832573193835
17:15:0,352.772031000037
17:20:0,356.010413169352
17:25:0,356.751959320727
17:30:0,327.586815057946
17:35:0,362.236981919019
17:40:0,362.820673627428
17:45:0,392.274205781343
17:50:0,369.26168168522
17:55:0,371.109735852566
18:0:0,372.333392746491
18:5:0,373.999906922107
18:10:0,378.75279867379
18:15:0,381.656630673009
18:20:0,383.241950531058
18:25:0,385.656006757249
18:30:0,389.853581554647
18:35:0,392.664837042282
18:40:0,394.509747850082
18:45:0,398.674691504144
18:50:0,401.998307612449
18:55:0,402.508270479422
19:0:0,405.011759641152
19:5:0,409.694140363216
19:10:0,411.57556907245
19:15:0,413.852389042272
19:20:0,415.103049366143
19:25:0,419.346448886145
19:30:0,422.554280640981
19:35:0,426.758871450653
19:40:0,428.905343403415
19:45:0,431.179341242427
19:50:0,434.801438286741
19:55:0,436.819339898836
20:0:0,441.111537376513
20:5:0,443.130458278568
20:10:0,447.801855584552
20:15:0,448.778485005295
20:20:0,453.273679576566
20:25:0,456.586891003252
20:30:0,460.218576461876
20:35:0,461.202338086643
20:40:0,464.563040740231
20:45:0,467.682990373873
20:50:0,471.247335434809
20:55:0,471.365070955612
21:0:0,472.616778862054
21:5:0,473.498374391182
21:10:0,477.190663780106
21:15:0,479.224481189421
21:20:0,483.900677347238
21:25:0,485.252580729422
21:30:0,485.55213802562
21:35:0,487.378970274456
21:40:0,490.219378085806
21:45:0,490.347984173998
21:50:0,494.775671239831
21:55:0,499.763840560802
22:0:0,500.987186806024
22:5:0,502.432134043195
22:10:0,503.21924713858
22:15:0,504.865719482072
22:20:0,508.711405473851
22:25:0,512.758128617862
22:30:0,513.939123573966
22:35:0,514.747408065425
22:40:0,516.905509098754
22:45:0,520.158510842889
22:50:0,524.048881112397
22:55:0,524.839668717755
23:0:0,528.122777468909
23:5:0,532.188257433214
23:10:0,532.341538790419
23:15:0,536.440483935414
23:20:0,539.308376400026
23:25:0,539.563889784653
23:30:0,542.707919187363
23:35:0,546.318953462902
23:40:0,550.87150414274
23:45:0,551.986804470213
23:50:0,555.880528570528
23:55:0,557.535394903254
0:0:0,559.783629523145
0:5:0,562.63096880209
0:10:0,564.496353022883
0:15:0,566.092225846492
0:20:0,567.721349927274
0:25:0,568.277394787529
0:30:0,572.464972659819
0:35:0,576.263405069282
0:40:0,580.453179969825
0:45:0,583.742134380214
0:50:0,584.275539350364
0:55:0,586.827798461733
1:0:0,589.47678085748
1:5:0,593.23015666288
1:10:0,593.949365112399
1:15:0,597.868861935233
1:20:0,599.911943032185
1:25:0,600.245183661019
1:30:0,601.842274676485
1:35:0,606.308449112922
1:40:0,609.188554762799
1:45:0,611.049418979051
1:50:0,615.288783773673
1:55:0,616.885207020828
2:0:0,619.576410083398
2:5:0,622.940641002754
2:10:0,625.433312298787
2:15:0,628.88150087752
2:20:0,633.421281219906
2:25:0,637.438873938844
2:30:0,642.091375418325
2:35:0,645.596038996993
2:40:0,648.238478984961
2:45:0,651.264268752684
2:50:0,655.367742904738
2:55:0,656.331785159588
3:0:0,656.408692510382
3:5:0,660.212292689899
3:10:0,661.282634701611
3:15:0,663.131623330232
3:20:0,666.06742921906
3:25:0,670.255835685827
3:30:0,674.273999710832
3:35:0,677.623018009906
3:40:0,678.258071403389
3:45:0,680.389497499523
3:50:0,681.497025720942
3:55:0,681.71001392574
4:0:0,681.813235973348
4:5:0,685.010453320616
4:10:0,686.15480933125
4:15:0,688.331833664895
4:20:0,688.720708775957
4:25:0,689.941964719706
4:30:0,694.741712167407
4:35:0,699.595330513369
4:40:0,702.261217043561
4:45:0,707.119836613644
4:50:0,708.954727460167
4:55:0,713.475267933419
5:0:0,715.299919595881
5:5:0,719.925502324917
5:10:0,722.07969204415
5:15:0,722.354636793011
5:20:0,727.32889344969
5:25:0,730.101805635486
5:30:0,731.701848885797
5:35:0,733.259071029282
5:40:0,737.667434222429
5:45:0,742.298700542608
5:50:0,745.010113357148
5:55:0,747.600114189597
